TITLE="Riemann Problem 1D slice t=0"
VARIABLES="x","rho","u","p","e","rho_ex","u_ex","p_ex","e_ex"
ZONE T="Numerical", I=100, F=POINT
0.005 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.015 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.025 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.035 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.045 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.055 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.065 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.075 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.085 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.095 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.105 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.115 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.125 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.135 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.145 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.155 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.165 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.175 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.185 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.195 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.205 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.215 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.225 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.235 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.245 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.255 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.265 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.275 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.285 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.295 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.305 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.315 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.325 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.335 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.345 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.355 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.365 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.375 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.385 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.395 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.405 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.415 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.425 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.435 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.445 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.455 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.465 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.475 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.485 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.495 1 -2 0.4 1 0.0218521 0 0.00189387 0.216669
0.505 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.515 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.525 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.535 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.545 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.555 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.565 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.575 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.585 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.595 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.605 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.615 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.625 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.635 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.645 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.655 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.665 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.675 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.685 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.695 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.705 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.715 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.725 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.735 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.745 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.755 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.765 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.775 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.785 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.795 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.805 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.815 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.825 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.835 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.845 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.855 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.865 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.875 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.885 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.895 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.905 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.915 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.925 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.935 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.945 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.955 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.965 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.975 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.985 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
0.995 1 2 0.4 1 0.0218521 0 0.00189387 0.216669
